title,authors,abstract,bib_handle,bib_note,url,jel,year,journal
Efficient and strategy-proof multi-unit object allocation problems with money: decreasing incremental valuations with income effects,Hiroki Shinozaki & Tomoya Kazumura & Shigehiro Serizawa,"We consider the problem of allocating multiple units of an object and collecting payments. Each agent can receive multiple units, and his (consumption) bundle is a pair consisting of his quantity of the object and his payment. An agent’s preference over bundles is not necessarily quasi-linear. A class of preferences is called a domain. We show that if a sufficiently rich domain includes at least one preference exhibiting decreasing incremental valuations and either positive or negative income effects, then no rule satisfies efficiency, individual rationality, no subsidy for losers, and strategy-proofness. Our result demonstrates the necessity of certain assumptions for the existence of a rule satisfying the four properties in various environments-for instance, the quasi-linearity assumption is necessary for the classical existence result under quasi-linear preferences with non-increasing incremental valuations (Vickrey 1961).",spr:joecth:v:81:y:2026:i:3:d:10.1007_s00199-025-01670-4,10.1007/s00199-025-01670-4,http://link.springer.com/10.1007/s00199-025-01670-4,D82&D47&D44&D71,2026,ecot
The Spectral Approach To Linear Rational Expectations Models,"Al-Sadoon, Majid M.","This paper considers linear rational expectations models in the frequency domain. The paper characterizes existence and uniqueness of solutions to particular as well as generic systems. The set of all solutions to a given system is shown to be a finite-dimensional affine space in the frequency domain. It is demonstrated that solutions can be discontinuous with respect to the parameters of the models in the context of nonuniqueness, invalidating mainstream frequentist and Bayesian methods. The ill-posedness of the problem motivates regularized solutions with theoretically guaranteed uniqueness, continuity, and even differentiability properties.",cup:etheor:v:42:y:2026:i:1:p:135-191_6,,https://www.cambridge.org/core/product/identifier/S026646662400029X/type/journal_article,,2026,ectt
Nonparametric Estimation Of Large Spot Volatility Matrices For High-Frequency Financial Data,"Bu, Ruijun & Li, Degui & Linton, Oliver & Wang, Hanchao","In this paper, we consider estimating spot/instantaneous volatility matrices of high-frequency data collected for a large number of assets. We first combine classic nonparametric kernel-based smoothing with a generalized shrinkage technique in the matrix estimation for noise-free data under a uniform sparsity assumption, a natural extension of the approximate sparsity commonly used in the literature. The uniform consistency property is derived for the proposed spot volatility matrix estimator with convergence rates comparable to the optimal minimax one. For high-frequency data contaminated by microstructure noise, we introduce a localized pre-averaging estimation method that reduces the effective magnitude of the noise. We then use the estimation tool developed in the noise-free scenario and derive the uniform convergence rates for the developed spot volatility matrix estimator. We further combine kernel smoothing with the shrinkage technique to estimate the time-varying volatility matrix of the high-dimensional noise vector. In addition, we consider large spot volatility matrix estimation in time-varying factor models with observable risk factors and derive the uniform convergence property. We provide numerical studies including simulation and empirical application to examine the performance of the proposed estimation methods in finite samples.",cup:etheor:v:42:y:2026:i:1:p:63-100_4,,https://www.cambridge.org/core/product/identifier/S0266466624000264/type/journal_article,,2026,ectt
Optimal Model Averaging For Joint Value-At-Risk And Expected Shortfall Regression,"Jiao, Shoukun & Xu, Wenchao & Ye, Wuyi & Zhang, Xinyu","Since the implementation of the Basel III Accord, expected shortfall (ES) has gained increasing attention from regulators as a complement to value-at-risk (VaR). The problem of elicitability for ES makes jointly modeling VaR and ES a popular method to study ES. In this article, we develop model averaging for joint VaR and ES regression models that selects the two weight vectors by minimizing a jackknife criterion. We show the large sample properties of the estimators under potential model misspecification with increasing dimension of parameters and the asymptotic optimality of the selected weights in the sense of minimizing the out-of-sample excess final prediction error. Simulation studies and three empirical analyses reveal good finite sample performance.",cup:etheor:v:42:y:2026:i:1:p:101-134_5,,https://www.cambridge.org/core/product/identifier/S0266466624000288/type/journal_article,,2026,ectt
A Unified Theory For Arma Models With Varying Coefficients: One Solution Fits All,"Karanasos, Menelaos & Paraskevopoulos, Alexandros G. & Magdalinos, Tassos & Canepa, Alessandra","A new explicit solution representation is provided for ARMA recursions with drift and either deterministically or stochastically varying coefficients. It is expressed in terms of the determinants of banded Hessenberg matrices and, as such, is an explicit function of the coefficients. In addition to computational efficiency, the proposed solution provides a more explicit analysis of the fundamental properties of such processes, including their Wold–Cramér decomposition, their covariance structure, and their asymptotic stability and efficiency. Explicit formulae for optimal linear forecasts based either on finite or infinite sequences of past observations are provided. The practical significance of the theoretical results in this work is illustrated with an application to U.S. inflation data. The main finding is that inflation persistence increased after 1976, whereas from 1986 onward, the persistence declines and stabilizes to even lower levels than the pre-1976 period.",cup:etheor:v:42:y:2026:i:1:p:192-245_7,,https://www.cambridge.org/core/product/identifier/S0266466624000306/type/journal_article,,2026,ectt
A General Limit Theory For Nonlinear Functionals Of Nonstationary Time Series,"Wang, Qiying & Phillips, Peter C. B.","New limit theory is provided for a wide class of sample variance and covariance functionals involving both nonstationary and stationary time series. Sample functionals of this type commonly appear in regression applications and the asymptotics are particularly relevant to estimation and inference in nonlinear nonstationary regressions that involve unit root, local unit root, or fractional processes. The limit theory is unusually general in that it covers both parametric and nonparametric regressions. Self-normalized versions of these statistics are considered that are useful in inference. Numerical evidence reveals interesting strong bimodality in the finite sample distributions of conventional self-normalized statistics similar to the bimodality that can arise in t-ratio statistics based on heavy tailed data. Bimodal behavior in these statistics is due to the presence of long memory innovations and is shown to persist for very large sample sizes even though the limit theory is Gaussian when the long memory innovations are stationary. Bimodality is shown to occur even in the limit theory when the long memory innovations are nonstationary. To address these complications, new self-normalized versions of the test statistics are introduced that deliver improved approximations that can be used for inference.",cup:etheor:v:42:y:2026:i:1:p:5-62_3,,https://www.cambridge.org/core/product/identifier/S0266466624000276/type/journal_article,,2026,ectt
"It’s green, I turn it on! Experimental evidence on a behavioral rebound effect in electricity demand response based on information","Ziemann, Niklas & Hoffmann, Christin & Kathe, Franziska & Müsgens, Felix","Against the background of an increasing share of renewables in the energy system, we studied the impact of information about the electricity mix on electricity demand response. In a lab experiment, participants solved a real-effort task with or without the help of an additional electricity-demanding device. Using the device positively impacted their earnings. We implemented four treatments. In Base, we informed the participants that using the device would cause additional electricity consumption. Green and Brown contained the same information as Base plus the information that the electricity mix was predominantly based on renewable (Green) or non-renewable sources (Brown) during the experiment. In Green but Info, we gave the same information as in Green but also highlighted that each unit of electricity additionally demanded would in general stem from non-renewable sources. We find that participants in Base, Brown and Green but Info demanded significantly less electricity compared to those in Green.",eee:jeborg:v:245:y:2026:i:c:s0167268126000892,10.1016/j.jebo.2026.107503,http://www.sciencedirect.com/science/article/pii/S0167268126000892,Q21&Q31&D83&Q40,2026,jebo
Do positive externalities affect risk taking? Experimental evidence on gender and group membership,"Cavalcanti, Carina & Leibbrandt, Andreas","Many positive externalities are created by risk-taking. We investigate whether risk-taking is affected by the presence of positive externalities. In our experiments, we study choices between investments in technologies that differ according to their level of risk and the extent to which they generate positive externalities for others. In general, we find that positive externalities have little to no impact on risk-taking. However, we observe that when individuals are in groups, they are more inclined to increase investments in technologies that generate large positive externalities. Moreover, we find that women are generally less willing to take risks than men, both in the absence and presence of positive externalities. Thus, women generate fewer positive externalities when externalities increase with risk, but more when they decrease with risk. These findings provide a comprehensive view on the malleability of risk-taking in the presence of positive externalities.",eee:jeborg:v:245:y:2026:i:c:s0167268126000880,10.1016/j.jebo.2026.107502,http://www.sciencedirect.com/science/article/pii/S0167268126000880,C91&D81&J17&H23&C92,2026,jebo
Lie against AI: Revealing private information through AI in an economic experiment,"Bershadskyy, Dmitri & Dinges, Laslo & Fiedler, Marc-André & Greif, Jannik & Al-Hamadi, Ayoub & Ostermaier, Nina & Weimann, Joachim","Asymmetric information is a key element in different economic transactions and daily life. The disappearance or major reduction of such asymmetries can largely influence human behavior. AI technology based on facial expressions, voice, or head pose may be capable of detecting lies and thus eliminating information as. In this article, we use a self-developed algorithm that had a detection rate of 67 % at the time of our experiment. We also use randomized lie detection without AI and can vary the detection rate as desired. This allows us to examine how the detection rate, on the one hand, and the source of lie detection, on the other hand, affect the use of lie detection. As our experimental paradigm, we use a buyer-seller experiment in which sellers have monetary incentives to sometimes misreport their private information. We investigate the ability of buyers to detect lies with and without lie detection advice. Results indicate that sellers lie and buyers are not good at detecting such lies. Further, we investigate the willingness of buyers to invest in different mechanisms to reveal the private information of sellers using various methods, including the self-developed lie detection algorithm. The results indicate low application rates of these mechanisms. We consider overconfidence and algorithm aversion as possible explanations.",eee:jeborg:v:245:y:2026:i:c:s0167268126001332,10.1016/j.jebo.2026.107547,http://www.sciencedirect.com/science/article/pii/S0167268126001332,C91&D82&C92&C72&D83&C63,2026,jebo
The impact of an autonomous AI trader on outcomes in experimental asset markets,"Ackert, Lucy F. & Mohamadean, Ahmed & Shehata, Mohamed & Veenstra, Kevin","The robustness of mispricing in experimental markets with finite-life assets is well documented (Smith, Suchanek, and Williams (SSW) (1988) and succeeding work). We report results of SSW markets in which an autonomous artificial intelligence (AI) trader interacts with humans in two risk conditions. Notably, our AI trader uses machine learning neural networks to act autonomously and is not programmed using an algorithm. The presence of the AI trader does not significantly alter the level of mispricing as compared with all human traders in either risk condition. However, the wealth of human traders declines significantly in the presence of an AI trader. The AI trader executes strategically and is consistently the top performer. These findings remain unchanged when we double the market power of the AI trader. With no gain in pricing efficiency or increase in the welfare of human traders, we find no evidence that an autonomous AI trader promotes the health of capital markets.",eee:jeborg:v:245:y:2026:i:c:s0167268126001083,10.1016/j.jebo.2026.107522,http://www.sciencedirect.com/science/article/pii/S0167268126001083,C92&O39&G14&Q55,2026,jebo
The rise and fall of ideas’ popularity,"Mazzarisi, Piero & Muscillo, Alessio & Pacati, Claudio & Pin, Paolo","In the dynamic landscape of contemporary society, the popularity of ideas, opinions, and interests fluctuates rapidly. Traditional dynamical models in social sciences often fail to capture this inherent volatility, attributing changes to exogenous shocks rather than intrinsic features of the system. This paper introduces a novel, tractable model that simulates the natural rise and fall of ideas’ popularity, offering a more accurate representation of real-world dynamics. Building upon the SIRS (Susceptible, Infectious, Recovered, Susceptible) epidemiological model, we incorporate a feedback mechanism that allows the recovery rate to vary dynamically based on the current state of the system. This modification reflects the cyclical nature of idea adoption and abandonment, driven by social saturation and renewed interest. Our model successfully captures the rapid and recurrent shifts in popularity, providing valuable insights into the mechanisms behind these fluctuations. This approach offers a robust framework for studying the diffusion dynamics of popular ideas, with potential applications across various fields such as marketing, technology adoption, and political movements.",eee:jeborg:v:245:y:2026:i:c:s0167268126000934,10.1016/j.jebo.2026.107507,http://www.sciencedirect.com/science/article/pii/S0167268126000934,D83&C61,2026,jebo
Corruption-proof minimum regulation for ‘zero emission’: Status incentives–Bane or boon?,"Jain, Preksha & Kundu, Sumana & Pal, Rupayan","This paper explores the possibility of designing environmental regulation that ensures ‘zero emission’, by promoting non-polluting ‘green’ technology adoption by firms, without creating new rooms for corruption. It demonstrates that a benevolent social planner can always implement the ‘target equilibrium’, in which there is ‘no emission and no corruption’, through environmental regulation alone. It also characterizes the ‘target equilibrium’ implementing ‘minimum environmental regulation’, which corresponds to the least possible subsidy expenditure and the lowest possible tax burden on firms, in alternative scenarios. It shows that asymmetric penalties on different bribe-givers, which depend on bribe-giver’s motive behind bribing, makes implementation of the target equilibrium more difficult than uniform penalties. Interestingly, it demonstrates that, in the presence of corruption possibilities, introduction of social reputation enhancing non-monetary incentives for ‘green’ technology adoption never facilitates implementation of the target equilibrium. In fact, in absence of easy to access efficient judiciary, such status incentives make it harder to implement the ‘target equilibrium’.",eee:jeborg:v:245:y:2026:i:c:s0167268126001095,10.1016/j.jebo.2026.107523,http://www.sciencedirect.com/science/article/pii/S0167268126001095,D73&Q52&H23&Q58,2026,jebo
Emotion in Euro area monetary policy communication and bond yields: the Draghi era,"Kanelis, Dimitrios & Siklos, Pierre L.","We combine modern methods from Speech Emotion Recognition and Natural Language Processing with high-frequency financial data to analyze how the vocal emotions and language of ECB President Mario Draghi affect the yields and yield spreads of major euro area economies. This novel approach to central bank communication reveals that vocal and verbal emotions significantly impact the yield curve, with effects varying in magnitude and direction. Our results reveal an important asymmetry in yield changes with positive signals raising German, French, and Spanish yields, while negative cues increase Italian yields. Our analysis of bond spreads and equity markets indicates that positive communication influences the risk-free yield component, whereas negative communication affects the risk premium. Additionally, our study contributes by constructing a synchronized dataset for voice and language analysis.",eee:jeborg:v:245:y:2026:i:c:s0167268126001113,10.1016/j.jebo.2026.107525,http://www.sciencedirect.com/science/article/pii/S0167268126001113,G12&E58&E50&G14,2026,jebo
Social image in context: The role of social norms and social networks,"Adloff, Susann & Pondorfer, Andreas","Social image effects are a common phenomenon, yet strongly heterogeneous across situations and people. We use a lab-in-the-field experiment in small-scale societies of Papua New Guinea to study the drivers of heterogeneity in social image effects, focusing on the roles of social norms and social network relationships. Participants played a dictator game, both, in private and in front of an observer. This data is accompanied by incentive-compatibly measured information on the social norm location and detailed social network data. First, we present causal evidence that social norms serve as reference points for social image effects, with participants’ behavior shifting toward the norm when observed. Second, our analysis reveals that the strength of norm enforcement depends on the participant-observer relationship. We find that norm enforcement is stronger when i) social distance increases, ii) cooperative ties weaken, and iii) observer centrality in communication networks decreases.",eee:jeborg:v:245:y:2026:i:c:s0167268126000922,10.1016/j.jebo.2026.107506,http://www.sciencedirect.com/science/article/pii/S0167268126000922,,2026,jebo
Cohesion or collusion? EU funds in places with corrupt local institutions,"Di Cataldo, Marco & Renzullo, Elena & Rodríguez-Pose, Andrés","This paper provides the first analysis of how local institutional quality affects the distribution of EU funds across private beneficiaries, public entities, and local governments. Using high-quality Italian administrative data on city council dismissals due to collusion with organised crime, we examine whether corruption affects municipal control over EU resources. We apply a staggered difference-in-differences model and event studies and find that corrupt local governments receive significantly fewer EU funds for their own operations. However, this is not a consequence of efficient corruption detection, but rather a strategic choice. Corrupt administrations avoid larger EU projects to sidestep stricter anti-mafia regulations. This distortion weakens Cohesion Policy’s impact, deprives communities of critical investment, and hampers local economic growth. While Italy’s anti-mafia laws appear effective in blocking criminal access to EU funds, our findings expose the adaptability of organised crime, which simply switches its operations below existing regulatory thresholds. The takeaway is clear: good institutions matter. Where corruption thrives, EU funds do not disappear entirely, but they flow differently, fundamentally to smaller, more opaque projects. Stronger oversight is essential to ensure that Cohesion Policy delivers on its promise.",eee:jeborg:v:245:y:2026:i:c:s0167268126000533,10.1016/j.jebo.2026.107467,http://www.sciencedirect.com/science/article/pii/S0167268126000533,H77&H7&H11,2026,jebo
When cures are costly: Budget-constrained epidemic control and strategic drug pricing,"Caravaggio, Andrea & Di Liddo, Andrea & Martiradonna, Angela","Effective epidemic control policies must balance public health objectives with economic constraints, especially when deploying high-cost curative treatments for infectious diseases. This study develops an optimal control framework for a Health Authority (HA), embedded in a controlled SIR epidemic model, to minimize the societal and economic burden of infection under budget constraints. We analyze two institutional cost specifications: a quadratic cost with an explicit budget constraint and a blow-up cost with endogenous constraint enforcement. Numerical simulations calibrated to the case of hepatitis C in France illustrate how cost structures, budget design, and the health authority’s preference over the final state of the epidemic jointly influence treatment intensity, infection dynamics, and long-term health outcomes. As an extension, we incorporate a Stackelberg differential game in which a Pharmaceutical Company (PC) strategically sets the drug price, anticipating the HA’s optimal treatment response. We show that the PC’s valuation of residual infection decisively shapes price trajectories and public health outcomes. The analysis suggests that effective policies should integrate coherent budget planning, outcome-sensitive pricing schemes, and regulatory incentives to align private behavior with long-term public health objectives.",eee:jeborg:v:245:y:2026:i:c:s0167268126001150,10.1016/j.jebo.2026.107529,http://www.sciencedirect.com/science/article/pii/S0167268126001150,C70&C61&I18,2026,jebo
No payoff from time off? Mandated paid vacation and late-career employment,"Bensnes, Simon & Hernæs, Øystein M. & King, Max-Emil M.","This study examines the effect of an additional week of paid vacation on labor market attachment among Norwegian workers at age 60. Employing a triple-differences estimation strategy, we exploit age-based eligibility thresholds before and after a 2009 reform to identify causal effects. Our findings indicate that the extra leave has negligible effects on both employment, sickness absence and disability benefit receipt in the year workers first receive it. If anything, some workers use the additional vacation time to increase earnings from secondary employers. The results imply that policymakers should consider alternative measures to mandated leave to support an aging workforce.",eee:jeborg:v:245:y:2026:i:c:s0167268126001125,10.1016/j.jebo.2026.107526,http://www.sciencedirect.com/science/article/pii/S0167268126001125,I12&J26&J22&H8,2026,jebo
"Booms, busts, and beliefs","Cao, Qian & Luo, Jun & Niu, Xiaofei & Wang, Wenhua","Despite the prevalence of booms and busts, little is known about how investors learn from financial information during these cycles. We prime financial professionals with either a boom or a bust scenario and find that boom-primed professionals exhibit asymmetric learning from positive and negative information, while bust-primed professionals do not. This procyclical learning asymmetry is absent among professionals without bubble-crash experience and among nonfinancial professionals, highlighting the pivotal role of experience, particularly bubble-crash experience. One potential explanation for the procyclical learning asymmetry is emotion-driven associative memory. Our findings shed light on the dynamics of belief formation over the business cycle.",eee:jeborg:v:245:y:2026:i:c:s0167268126000740,10.1016/j.jebo.2026.107488,http://www.sciencedirect.com/science/article/pii/S0167268126000740,G11&G02,2026,jebo
Tax cuts and compliance shifting across taxes,"Liu, Yongzheng & Mao, Jie & Pan, Chen-Yu & Tsai, Pi-Han","Tax compliance behavior of taxpayers in response to tax cuts has been a longstanding policy concern and research question. Previous literature has primarily examined the impact of tax cuts on compliance with a single tax, with limited attention given to compliance behaviors across multiple taxes within the same context. This paper addresses this gap by constructing a simple theoretical model to analyze how a reduction in the corporate income tax (CIT) rate influences firms’ compliance behavior regarding both the CIT and the social security payroll tax. We highlight a deduction-based mechanism in which social security payroll taxes are treated as labor costs and are deductible from the income-tax base, so that a lower CIT rate reduces the marginal cost of payroll tax evasion and thus incentivizes firms to evade social security payroll taxes. By utilizing a unique dataset of Chinese firms from 2005 to 2012 and employing a quasi-experimental design based on a distinctive feature of the 2008 CIT reform in China, our empirical results indicate that a decrease in the CIT rate reduces social security payroll tax compliance while simultaneously facilitating firms’ compliance with income taxation. These results provide evidence of compliance shifting between the CIT and social security payroll tax in response to tax cuts.",eee:jeborg:v:245:y:2026:i:c:s0167268126001137,10.1016/j.jebo.2026.107527,http://www.sciencedirect.com/science/article/pii/S0167268126001137,H25&H26&H55,2026,jebo
Do heterogenous beliefs drive the US business cycles?,"Cozzi, Guido & Di Dio, Fabio","This paper estimates a Behavioural New Keynesian (BNK) model incorporating belief heterogeneity through a switching mechanism. Agents form expectations using either a forward-looking (rational) or backward-looking (extrapolative) rule, and their weights evolve endogenously based on past forecast performance. To identify the latent structural shocks and the time-varying composition of beliefs over the business cycle, we apply a simulation-based nonlinear filtering and backward smoothing routine, which recovers full-sample paths of unobserved states consistent with both equilibrium restrictions and observed macroeconomic data. Our results show that belief heterogeneity has moderate quantitative effects during normal times but significantly amplifies macroeconomic dynamics during periods of large shocks, such as the COVID-19 crisis. This highlights some limitations of rational expectations models and points to the relevance of endogenous expectation formation for business cycle analysis.",eee:jeborg:v:245:y:2026:i:c:s0167268126000879,10.1016/j.jebo.2026.107501,http://www.sciencedirect.com/science/article/pii/S0167268126000879,E32&D83&E70&C63,2026,jebo
When bacteria and physicians play public good games,"Antoci, Angelo & Borghesi, Simone & Delpini, Danilo & Russu, Paolo","Antimicrobial resistance (AMR) is increasingly recognized as a global public health crisis arising from the interaction between biological processes and human behavior. This paper develops a dynamic model of the strategic interplay between physicians’ prescribing decisions and the evolution of bacterial resistance over time. Physicians face an intertemporal trade-off between responsible prescribing (i.e. in line with international “best practice” guidelines) and over-prescribing, which may generate short-term benefits for individual patients but accelerates the emergence and spread of resistance. Since the costs of resistance are diffuse and delayed, whereas the benefits of over-prescribing are immediate and privately appropriated, AMR constitutes a behavioral public-good problem prone to collective action failure.",eee:jeborg:v:245:y:2026:i:c:s016726812600096x,10.1016/j.jebo.2026.107510,http://www.sciencedirect.com/science/article/pii/S016726812600096X,,2026,jebo
When to persuade and when to pay: Designing incentives for private learning,"Hang, Ziqi","This paper studies how a principal can influence an agent’s costly private learning about the state of the world through two instruments: (i) a public signal, and (ii) signal-realization-contingent monetary transfers. The agent gains from trade in the good state but loses in the bad state, while the principal benefits from trade in all states. Both parties share a common prior. Although the principal can, at no cost, disclose full information by providing a perfect signal, this never happens in equilibrium. Instead, the agent acquires costly information under some conditions. Specifically, when the prior is intermediate, the principal optimally designs a partially informative public signal that induces the agent’s private learning. Transfers are used only when the agent is sufficiently pessimistic to retain those at the participation threshold. Combining a public signal with monetary incentives yields strictly better outcomes for the principal than either instrument alone. Finally, when transfers may be negative—or in procurement environments where the agent must always be compensated—the principal optimally deters the agent’s private learning.",eee:jeborg:v:245:y:2026:i:c:s0167268126001149,10.1016/j.jebo.2026.107528,http://www.sciencedirect.com/science/article/pii/S0167268126001149,D82&L15&D86&D83,2026,jebo
Intrinsic vs. extrinsic motivators on creative collaboration: The effect of sharing rewards,"Attanasi, Giuseppe & Curci, Ylenia & Llerena, Patrick & Urso, Giulia","Building on the closed creativity tasks of Charness and Grieco (2019, 2023), we investigate whether introducing financial incentives for sharing creative ideas undermines intrinsic motivation for group collaboration. We develop a theoretical model contrasting intrinsic and extrinsic motivation in idea sharing. We conduct a theory-driven experiment to test our hypotheses regarding the potential crowding-out effect when idea sharing is rewarded through the redistribution of individual earnings from one’s own task. Our experimental design features four treatments: a control condition, where participants complete their tasks in isolation, and three group treatments, where members can share ideas on each other’s tasks. The group treatments differ in whether extrinsic incentives are introduced for within-group cooperation (sharing rewards) or for within-group competition over those rewards. The experiment was conducted with two distinct subject pools: undergraduate students and professionals with proven expertise in the creative field. Results show that group settings generally enhance creativity relative to individual work – except when explicit financial incentives for cooperation are introduced – supporting the hypothesis that individual creativity shaped by group context does not require further incentivization through within-group rewards. Consistent with our model, this effect is significantly stronger among experts than among students. Our findings complement those of Charness and Grieco (2019), by highlighting the relevance of individual incentives for competition also within groups, and those of Charness and Grieco (2023), by indirectly suggesting that, to enhance group creativity through group incentives, explicit group output and between-group competition may be required.",eee:jeborg:v:245:y:2026:i:c:s0167268126000491,10.1016/j.jebo.2026.107461,http://www.sciencedirect.com/science/article/pii/S0167268126000491,C91&D03&O32&O31,2026,jebo
The crowding-out effect of cause-marketing on private donations,"Sinha, Nishita & Palma, Marco A. & Woodward, Richard T.","We extend the standard altruism and warm-glow models of charitable giving to incorporate cause marketing, where firms pledge to donate a fixed portion of sales proceeds for each unit of consumer goods sold. Using a general utility framework, we show that under cause-marketing, complete crowding-out is realizable for both pure and impure altruists. We conduct an artefactual field experiment where participants decide between allocating their endowment toward buying donation-tied tokens and directly donating to an individualized charity. We test for cause-marketing charitable giving motivations by varying the source of third-party donations between an exogenous lump-sum transfer and an endogenous transfer that indirectly accrues via private consumption. Our results suggest that on average, cause-marketing contributions arising from private token consumption lead to as much warm-glow utility as direct contributions to the charity.",eee:jeborg:v:245:y:2026:i:c:s0167268126000752,10.1016/j.jebo.2026.107489,http://www.sciencedirect.com/science/article/pii/S0167268126000752,C91&D64,2026,jebo
Culture and social influence: Evidence from online reviews,"Chaves-Fonseca, Cayrua","Research based on surveys and lab experiments indicates that people in more individualistic cultures are less likely to conform to the opinions of others. However, it remains unclear how well these findings generalize to real-world settings. This paper examines how culture shapes social influence in the context of online consumer reviews. By leveraging discontinuities in Tripadvisor’s display of average ratings, I estimate how reviewers from different countries respond to the average opinion of prior consumers. When a restaurant’s displayed average rating increases by 0.5 stars, reviewers from less individualistic cultures give ratings about 0.1 stars higher. This conformity effect declines with individualism and disappears entirely among reviewers from the most individualistic cultures. The pattern is not explained by differences in observable reviewer characteristics or by country-level socioeconomic factors correlated with individualism, such as income or religion. These findings highlight that cultural values shape user behavior on online review platforms and may ultimately affect the accuracy of the information these systems aggregate.",eee:jeborg:v:245:y:2026:i:c:s0167268126000910,10.1016/j.jebo.2026.107505,http://www.sciencedirect.com/science/article/pii/S0167268126000910,Z13&D91&D83,2026,jebo
Large effects of small cues: Priming selfish economic decisions,"Snir, Avichai & Levy, Dudi & Wang, Dian & Chen, Haipeng  & Levy, Daniel","We use survey experiments to demonstrate that manipulating participants’ perceptions of the context can affect their decisions. We ran three survey experiments in the U.S. and Israel with participants from both economics and non-economics majors. In the experiments, participants face a tradeoff between profit maximization (market norm) and workers’ welfare (social norm). Our experimental setup enables us to discriminate between the self-selection and indoctrination effects. Existing studies find that economics and non-economics students make different choices in such situations, which the studies argue is because of differences in personality traits between economics students and others. While such differences might exist, we argue that context also plays an important role. Using priming to manipulate the context, we demonstrate that when participants receive cues signaling that their decision has an economic context, both economics and non-economics students tend to maximize profits. When participants receive cues emphasizing social norms, on the other hand, both economics and non-economics students are less likely to maximize profits. We find that the role of context in determining behavior is at least as large as the baseline differences between economics and non-economics students.",eee:jeborg:v:245:y:2026:i:c:s0167268126001046,10.1016/j.jebo.2026.107518,http://www.sciencedirect.com/science/article/pii/S0167268126001046,B40&C91&A11&A20&D01&P10&D63&A12&D91&C90&A13,2026,jebo
The random thickness of indifference,"Duffy, Sean & Smith, John","Standard random utility models can account for stochastic choice. However, a common implication is that the realized utilities are equal with probability zero. This knife-edge aspect implies that indifference is thin because arbitrarily small changes in utility will break indifference. Semiorders can represent preferences where indifference is thick, however, choice is not random. We design an incentivized binary line length judgment experiment to better understand how indifference can be both thick and random. In the 2-choice treatment, subjects select one of the lines. In the 3-choice treatment, subjects select one of the lines or can express indifference, which directs the computer to “flip a coin” to decide. In every trial, there is a longer line and subjects were told this fact. For each of our line pairs, subjects make 5 decisions in the 2-choice treatment and 5 decisions in the 3-choice treatment. In the line pair with the smallest length difference, 49.7% of 2-choice treatment trials are optimal. For this line pair in the 3-choice treatment, only 1 out of 113 subjects selected indifference on all 5 available trials. In the 3-choice treatment, we also find that indifference choices have longer response times than suboptimal choices. We find that indifference choices are correlated with a measure of risk aversion and a measure of the beliefs of the favorability of the coin flip. We hope that these results will prompt additional experimental and theoretical work on the random thickness of indifference.",eee:jeborg:v:245:y:2026:i:c:s0167268126001101,10.1016/j.jebo.2026.107524,http://www.sciencedirect.com/science/article/pii/S0167268126001101,C91&D91,2026,jebo
Land assembly and negative externalities: An experimental investigation of NIMBY projects,"DeSantis, Mark & Portillo, Javier E. & Winn, Abel","Development projects can face opposition when local landowners believe their well-being will be adversely affected—a phenomenon often characterized as NIMBY (“not in my backyard”). This paper examines how communication and a negative post-development externality affect bargaining outcomes in an experimental land market. In our laboratory experiment, a developer (buyer) seeks to purchase three of four available parcels (units) from landowners (sellers); aggregation occurs when the buyer successfully acquires three parcels. We vary (i) whether participants can communicate with one another and (ii) whether aggregation imposes a negative externality that reduces the value of any unsold parcel. Aggregation rates are highest when the externality is present and communication is disabled. The negative externality facilitates bargaining in the buyer’s favor, as sellers are more willing to sell quickly and often at relatively low prices, increasing buyer surplus. Enabling communication allows sellers to coordinate, moderately improving their outcomes. Using a large language model to analyze chat logs, we find that seller messages encouraging holdout for higher prices are associated with lower buyer surplus and a reduced likelihood of successful aggregation.",eee:jeborg:v:245:y:2026:i:c:s0167268126000788,10.1016/j.jebo.2026.107492,http://www.sciencedirect.com/science/article/pii/S0167268126000788,R3&C7&C9,2026,jebo
Negotiating the wilderness of bounded rationality through robust policy,"Deák, Szabolcs & Levine, Paul & Mirza, Afrasiab & Pham, Son T.","We show how the “wilderness of non-rationality” posed for the policymaker may be negotiated by designing a robust Taylor-type monetary rule across a RE NK model and competing behavioral alternatives. The latter consists of a model with “Euler learning” and a bounded rational one with myopia. For the former, expectations of endogenous variables take the form of a general heuristic rule, supported by an experiment study, that encompasses simple adaptive expectations. In both heuristic rules, there is a version with lagged observables giving potentially six competing NK models. In our novel forward-looking approach, policymakers weight models based on relative forecasting performance rather than Bayesian model averaging. We find that the robust optimized rule found using optimal pooling weights is very close to the price-level rule.",eee:jeborg:v:245:y:2026:i:c:s0167268126000624,10.1016/j.jebo.2026.107476,http://www.sciencedirect.com/science/article/pii/S0167268126000624,E7&C4&E5,2026,jebo
